Trip 0:
  Lon: -80.115090, Lat: 26.787754
  Lon: -80.114898, Lat: 26.787398
  Lon: -80.115052, Lat: 26.787507
  Lon: -80.115090, Lat: 26.787754

Trip 3:
  Lon: -80.115090, Lat: 26.787754
  Lon: -80.115158, Lat: 26.787287
  Lon: -80.115163, Lat: 26.787094
  Lon: -80.115271, Lat: 26.786815
  Lon: -80.115396, Lat: 26.786109
  Lon: -80.115505, Lat: 26.785582
  Lon: -80.115655, Lat: 26.785595
  Lon: -80.122677, Lat: 26.790313
  Lon: -80.131258, Lat: 26.795961
  Lon: -80.132184, Lat: 26.796484
  Lon: -80.132448, Lat: 26.796651
  Lon: -80.132456, Lat: 26.796943
  Lon: -80.132455, Lat: 26.797026
  Lon: -80.132547, Lat: 26.797027
  Lon: -80.132767, Lat: 26.797153
  Lon: -80.132858, Lat: 26.797236
  Lon: -80.132928, Lat: 26.797259
  Lon: -80.133019, Lat: 26.797342
  Lon: -80.133387, Lat: 26.797565
  Lon: -80.133478, Lat: 26.797648
  Lon: -80.134003, Lat: 26.798062
  Lon: -80.134415, Lat: 26.798340
  Lon: -80.134834, Lat: 26.798616
  Lon: -80.135243, Lat: 26.798892
  Lon: -80.135865, Lat: 26.799310
  Lon: -80.136589, Lat: 26.799729
  Lon: -80.136874, Lat: 26.799919
  Lon: -80.137169, Lat: 26.800097
  Lon: -80.137208, Lat: 26.800201
  Lon: -80.137116, Lat: 26.800201
  Lon: -80.137115, Lat: 26.800283
  Lon: -80.137207, Lat: 26.800284
  Lon: -80.137304, Lat: 26.800266
  Lon: -80.137396, Lat: 26.800266
  Lon: -80.137726, Lat: 26.800467
  Lon: -80.137817, Lat: 26.800550
  Lon: -80.138350, Lat: 26.800881
  Lon: -80.138441, Lat: 26.800964
  Lon: -80.138972, Lat: 26.801299
  Lon: -80.139063, Lat: 26.801382
  Lon: -80.139605, Lat: 26.801719
  Lon: -80.139696, Lat: 26.801802
  Lon: -80.140211, Lat: 26.802126
  Lon: -80.140303, Lat: 26.802209
  Lon: -80.140803, Lat: 26.802526
  Lon: -80.140894, Lat: 26.802609
  Lon: -80.141443, Lat: 26.802967
  Lon: -80.141534, Lat: 26.803050
  Lon: -80.142149, Lat: 26.803369
  Lon: -80.142148, Lat: 26.803452
  Lon: -80.142057, Lat: 26.803369
  Lon: -80.141535, Lat: 26.802967
  Lon: -80.140895, Lat: 26.802526
  Lon: -80.140303, Lat: 26.802126
  Lon: -80.139696, Lat: 26.801719
  Lon: -80.139064, Lat: 26.801300
  Lon: -80.138442, Lat: 26.800882
  Lon: -80.137818, Lat: 26.800468
  Lon: -80.137396, Lat: 26.800184
  Lon: -80.137304, Lat: 26.800183
  Lon: -80.137321, Lat: 26.800109
  Lon: -80.137310, Lat: 26.800020
  Lon: -80.137392, Lat: 26.799689
  Lon: -80.137378, Lat: 26.799638
  Lon: -80.137379, Lat: 26.799555
  Lon: -80.137572, Lat: 26.799072
  Lon: -80.137471, Lat: 26.799556
  Lon: -80.137392, Lat: 26.799689
  Lon: -80.137310, Lat: 26.800020
  Lon: -80.137169, Lat: 26.800097
  Lon: -80.136874, Lat: 26.799919
  Lon: -80.136810, Lat: 26.799871
  Lon: -80.136719, Lat: 26.799788
  Lon: -80.136498, Lat: 26.799646
  Lon: -80.135958, Lat: 26.799228
  Lon: -80.135336, Lat: 26.798810
  Lon: -80.134926, Lat: 26.798534
  Lon: -80.134415, Lat: 26.798258
  Lon: -80.132184, Lat: 26.796484
  Lon: -80.131258, Lat: 26.795961
  Lon: -80.122677, Lat: 26.790313
  Lon: -80.115655, Lat: 26.785595
  Lon: -80.115505, Lat: 26.785582
  Lon: -80.115397, Lat: 26.786027
  Lon: -80.115163, Lat: 26.787094
  Lon: -80.115158, Lat: 26.787287
  Lon: -80.115090, Lat: 26.787754

Trip 4:
  Lon: -80.115090, Lat: 26.787754
  Lon: -80.115158, Lat: 26.787287
  Lon: -80.115163, Lat: 26.787094
  Lon: -80.115305, Lat: 26.786026
  Lon: -80.115324, Lat: 26.785500
  Lon: -80.115321, Lat: 26.785459
  Lon: -80.115308, Lat: 26.785375
  Lon: -80.115318, Lat: 26.784535
  Lon: -80.115252, Lat: 26.784493
  Lon: -80.114965, Lat: 26.784559
  Lon: -80.112521, Lat: 26.782989
  Lon: -80.112395, Lat: 26.782899
  Lon: -80.112163, Lat: 26.783174
  Lon: -80.111983, Lat: 26.783164
  Lon: -80.111891, Lat: 26.783163
  Lon: -80.111718, Lat: 26.783067
  Lon: -80.111407, Lat: 26.782921
  Lon: -80.111327, Lat: 26.782807
  Lon: -80.111328, Lat: 26.782724
  Lon: -80.110638, Lat: 26.782328
  Lon: -80.110494, Lat: 26.782257
  Lon: -80.110402, Lat: 26.782174
  Lon: -80.110274, Lat: 26.782109
  Lon: -80.110183, Lat: 26.782026
  Lon: -80.110031, Lat: 26.781946
  Lon: -80.109776, Lat: 26.781775
  Lon: -80.109437, Lat: 26.781523
  Lon: -80.109280, Lat: 26.781440
  Lon: -80.109048, Lat: 26.781283
  Lon: -80.108705, Lat: 26.781028
  Lon: -80.108541, Lat: 26.780940
  Lon: -80.108450, Lat: 26.780857
  Lon: -80.108299, Lat: 26.780778
  Lon: -80.108208, Lat: 26.780695
  Lon: -80.107788, Lat: 26.780442
  Lon: -80.107697, Lat: 26.780359
  Lon: -80.107618, Lat: 26.780313
  Lon: -80.107288, Lat: 26.780094
  Lon: -80.107141, Lat: 26.779808
  Lon: -80.107150, Lat: 26.779342
  Lon: -80.107253, Lat: 26.779231
  Lon: -80.107253, Lat: 26.779148
  Lon: -80.107299, Lat: 26.778509
  Lon: -80.107331, Lat: 26.778464
  Lon: -80.107332, Lat: 26.778370
  Lon: -80.107319, Lat: 26.778333
  Lon: -80.107242, Lat: 26.778154
  Lon: -80.107242, Lat: 26.778072
  Lon: -80.107261, Lat: 26.777967
  Lon: -80.107261, Lat: 26.777885
  Lon: -80.107285, Lat: 26.777561
  Lon: -80.107377, Lat: 26.777562
  Lon: -80.107377, Lat: 26.777479
  Lon: -80.107285, Lat: 26.777479
  Lon: -80.107400, Lat: 26.777108
  Lon: -80.107308, Lat: 26.777107
  Lon: -80.107308, Lat: 26.777025
  Lon: -80.107400, Lat: 26.777025
  Lon: -80.107327, Lat: 26.776645
  Lon: -80.107419, Lat: 26.776646
  Lon: -80.107420, Lat: 26.776563
  Lon: -80.107328, Lat: 26.776563
  Lon: -80.107342, Lat: 26.776295
  Lon: -80.107433, Lat: 26.776296
  Lon: -80.107434, Lat: 26.776213
  Lon: -80.107342, Lat: 26.776213
  Lon: -80.107357, Lat: 26.775965
  Lon: -80.107449, Lat: 26.775965
  Lon: -80.107450, Lat: 26.775883
  Lon: -80.107358, Lat: 26.775882
  Lon: -80.107378, Lat: 26.775496
  Lon: -80.107470, Lat: 26.775496
  Lon: -80.107471, Lat: 26.775414
  Lon: -80.107379, Lat: 26.775413
  Lon: -80.107388, Lat: 26.775195
  Lon: -80.107480, Lat: 26.775195
  Lon: -80.107481, Lat: 26.775113
  Lon: -80.107389, Lat: 26.775112
  Lon: -80.107403, Lat: 26.774933
  Lon: -80.107495, Lat: 26.774933
  Lon: -80.107496, Lat: 26.774851
  Lon: -80.107404, Lat: 26.774850
  Lon: -80.107416, Lat: 26.774603
  Lon: -80.107508, Lat: 26.774603
  Lon: -80.107508, Lat: 26.774521
  Lon: -80.107416, Lat: 26.774520
  Lon: -80.107433, Lat: 26.774286
  Lon: -80.107525, Lat: 26.774287
  Lon: -80.107526, Lat: 26.774204
  Lon: -80.107434, Lat: 26.774204
  Lon: -80.107445, Lat: 26.774027
  Lon: -80.107537, Lat: 26.774028
  Lon: -80.107537, Lat: 26.773945
  Lon: -80.107445, Lat: 26.773945
  Lon: -80.107458, Lat: 26.773730
  Lon: -80.107550, Lat: 26.773730
  Lon: -80.107551, Lat: 26.773648
  Lon: -80.107459, Lat: 26.773647
  Lon: -80.107575, Lat: 26.773227
  Lon: -80.107483, Lat: 26.773227
  Lon: -80.107483, Lat: 26.773144
  Lon: -80.107575, Lat: 26.773145
  Lon: -80.107498, Lat: 26.772874
  Lon: -80.107590, Lat: 26.772875
  Lon: -80.107591, Lat: 26.772792
  Lon: -80.107529, Lat: 26.772766
  Lon: -80.107499, Lat: 26.772792
  Lon: -80.107437, Lat: 26.772766
  Lon: -80.107376, Lat: 26.772694
  Lon: -80.107284, Lat: 26.772693
  Lon: -80.107010, Lat: 26.772596
  Lon: -80.106918, Lat: 26.772595
  Lon: -80.106850, Lat: 26.772590
  Lon: -80.106758, Lat: 26.772590
  Lon: -80.106401, Lat: 26.772772
  Lon: -80.106376, Lat: 26.773179
  Lon: -80.106375, Lat: 26.773262
  Lon: -80.106340, Lat: 26.773688
  Lon: -80.106339, Lat: 26.773771
  Lon: -80.106247, Lat: 26.773770
  Lon: -80.106248, Lat: 26.773688
  Lon: -80.106284, Lat: 26.773261
  Lon: -80.106284, Lat: 26.773179
  Lon: -80.106309, Lat: 26.772771
  Lon: -80.106054, Lat: 26.772551
  Lon: -80.105962, Lat: 26.772551
  Lon: -80.105530, Lat: 26.772620
  Lon: -80.105438, Lat: 26.772619
  Lon: -80.105114, Lat: 26.772525
  Lon: -80.105022, Lat: 26.772525
  Lon: -80.104652, Lat: 26.772592
  Lon: -80.104560, Lat: 26.772591
  Lon: -80.104458, Lat: 26.772504
  Lon: -80.104366, Lat: 26.772503
  Lon: -80.104059, Lat: 26.772571
  Lon: -80.103967, Lat: 26.772571
  Lon: -80.103486, Lat: 26.772474
  Lon: -80.103394, Lat: 26.772474
  Lon: -80.103154, Lat: 26.772546
  Lon: -80.103062, Lat: 26.772545
  Lon: -80.102860, Lat: 26.772536
  Lon: -80.102768, Lat: 26.772535
  Lon: -80.102488, Lat: 26.772550
  Lon: -80.102442, Lat: 26.773118
  Lon: -80.102441, Lat: 26.773200
  Lon: -80.102456, Lat: 26.773415
  Lon: -80.102455, Lat: 26.773497
  Lon: -80.102448, Lat: 26.773514
  Lon: -80.102363, Lat: 26.773497
  Lon: -80.102356, Lat: 26.773513
  Lon: -80.102355, Lat: 26.773596
  Lon: -80.102447, Lat: 26.773596
  Lon: -80.102364, Lat: 26.773414
  Lon: -80.102349, Lat: 26.773200
  Lon: -80.102350, Lat: 26.773117
  Lon: -80.102442, Lat: 26.773118
  Lon: -80.102473, Lat: 26.772519
  Lon: -80.102381, Lat: 26.772519
  Lon: -80.102159, Lat: 26.772427
  Lon: -80.102067, Lat: 26.772427
  Lon: -80.101844, Lat: 26.772498
  Lon: -80.101752, Lat: 26.772498
  Lon: -80.101550, Lat: 26.772409
  Lon: -80.101458, Lat: 26.772408
  Lon: -80.101026, Lat: 26.772474
  Lon: -80.100934, Lat: 26.772474
  Lon: -80.100528, Lat: 26.772374
  Lon: -80.100436, Lat: 26.772373
  Lon: -80.099777, Lat: 26.772222
  Lon: -80.099594, Lat: 26.772124
  Lon: -80.099640, Lat: 26.771945
  Lon: -80.099641, Lat: 26.771863
  Lon: -80.099562, Lat: 26.771542
  Lon: -80.099456, Lat: 26.771166
  Lon: -80.099579, Lat: 26.771060
  Lon: -80.099713, Lat: 26.770449
  Lon: -80.099714, Lat: 26.770366
  Lon: -80.099724, Lat: 26.770303
  Lon: -80.099724, Lat: 26.770220
  Lon: -80.099747, Lat: 26.769928
  Lon: -80.099747, Lat: 26.769846
  Lon: -80.099892, Lat: 26.769422
  Lon: -80.100286, Lat: 26.769428
  Lon: -80.100699, Lat: 26.769376
  Lon: -80.100791, Lat: 26.769376
  Lon: -80.101723, Lat: 26.769412
  Lon: -80.101815, Lat: 26.769412
  Lon: -80.102702, Lat: 26.769450
  Lon: -80.102794, Lat: 26.769451
  Lon: -80.103632, Lat: 26.769482
  Lon: -80.103709, Lat: 26.769485
  Lon: -80.103724, Lat: 26.769483
  Lon: -80.103801, Lat: 26.769486
  Lon: -80.103800, Lat: 26.769569
  Lon: -80.103724, Lat: 26.769566
  Lon: -80.103708, Lat: 26.769568
  Lon: -80.103632, Lat: 26.769565
  Lon: -80.102793, Lat: 26.769533
  Lon: -80.102701, Lat: 26.769533
  Lon: -80.101814, Lat: 26.769495
  Lon: -80.101722, Lat: 26.769494
  Lon: -80.100791, Lat: 26.769459
  Lon: -80.100699, Lat: 26.769458
  Lon: -80.100286, Lat: 26.769428
  Lon: -80.099892, Lat: 26.769422
  Lon: -80.099789, Lat: 26.769199
  Lon: -80.099790, Lat: 26.769117
  Lon: -80.099802, Lat: 26.768855
  Lon: -80.099803, Lat: 26.768772
  Lon: -80.099824, Lat: 26.768449
  Lon: -80.099825, Lat: 26.768366
  Lon: -80.099841, Lat: 26.768107
  Lon: -80.099841, Lat: 26.768024
  Lon: -80.099861, Lat: 26.767710
  Lon: -80.099862, Lat: 26.767627
  Lon: -80.099869, Lat: 26.767502
  Lon: -80.099870, Lat: 26.767420
  Lon: -80.099893, Lat: 26.767035
  Lon: -80.099893, Lat: 26.766952
  Lon: -80.099914, Lat: 26.766591
  Lon: -80.099914, Lat: 26.766509
  Lon: -80.099926, Lat: 26.766258
  Lon: -80.099927, Lat: 26.766176
  Lon: -80.099835, Lat: 26.766175
  Lon: -80.099834, Lat: 26.766258
  Lon: -80.099822, Lat: 26.766508
  Lon: -80.099822, Lat: 26.766591
  Lon: -80.099801, Lat: 26.766951
  Lon: -80.099801, Lat: 26.767034
  Lon: -80.099778, Lat: 26.767419
  Lon: -80.099777, Lat: 26.767502
  Lon: -80.099770, Lat: 26.767627
  Lon: -80.099769, Lat: 26.767709
  Lon: -80.099749, Lat: 26.768024
  Lon: -80.099749, Lat: 26.768106
  Lon: -80.099733, Lat: 26.768366
  Lon: -80.099732, Lat: 26.768448
  Lon: -80.099711, Lat: 26.768772
  Lon: -80.099710, Lat: 26.768854
  Lon: -80.099698, Lat: 26.769116
  Lon: -80.099697, Lat: 26.769199
  Lon: -80.099687, Lat: 26.769339
  Lon: -80.099686, Lat: 26.769422
  Lon: -80.099655, Lat: 26.769845
  Lon: -80.099655, Lat: 26.769928
  Lon: -80.099632, Lat: 26.770220
  Lon: -80.099632, Lat: 26.770302
  Lon: -80.099622, Lat: 26.770365
  Lon: -80.099621, Lat: 26.770448
  Lon: -80.099595, Lat: 26.770724
  Lon: -80.099594, Lat: 26.770807
  Lon: -80.099456, Lat: 26.771166
  Lon: -80.099561, Lat: 26.771625
  Lon: -80.099549, Lat: 26.771862
  Lon: -80.099450, Lat: 26.772146
  Lon: -80.099445, Lat: 26.772282
  Lon: -80.099527, Lat: 26.772423
  Lon: -80.099511, Lat: 26.772607
  Lon: -80.099510, Lat: 26.772689
  Lon: -80.099463, Lat: 26.773491
  Lon: -80.099463, Lat: 26.773573
  Lon: -80.099507, Lat: 26.773662
  Lon: -80.099348, Lat: 26.773860
  Lon: -80.099500, Lat: 26.774148
  Lon: -80.107150, Lat: 26.779342
  Lon: -80.107141, Lat: 26.779808
  Lon: -80.107210, Lat: 26.779991
  Lon: -80.107288, Lat: 26.780094
  Lon: -80.107618, Lat: 26.780313
  Lon: -80.107789, Lat: 26.780359
  Lon: -80.108300, Lat: 26.780695
  Lon: -80.108542, Lat: 26.780858
  Lon: -80.108797, Lat: 26.781029
  Lon: -80.109049, Lat: 26.781201
  Lon: -80.109281, Lat: 26.781358
  Lon: -80.109529, Lat: 26.781524
  Lon: -80.109777, Lat: 26.781692
  Lon: -80.110032, Lat: 26.781863
  Lon: -80.110275, Lat: 26.782027
  Lon: -80.110494, Lat: 26.782174
  Lon: -80.110730, Lat: 26.782328
  Lon: -80.111313, Lat: 26.782694
  Lon: -80.111236, Lat: 26.782724
  Lon: -80.111235, Lat: 26.782806
  Lon: -80.111499, Lat: 26.782922
  Lon: -80.111627, Lat: 26.782984
  Lon: -80.112163, Lat: 26.783174
  Lon: -80.112395, Lat: 26.782899
  Lon: -80.112521, Lat: 26.782989
  Lon: -80.114965, Lat: 26.784559
  Lon: -80.115252, Lat: 26.784493
  Lon: -80.115318, Lat: 26.784535
  Lon: -80.115308, Lat: 26.785375
  Lon: -80.115163, Lat: 26.787094
  Lon: -80.115158, Lat: 26.787287
  Lon: -80.115090, Lat: 26.787754

Trip 5:
  Lon: -80.115090, Lat: 26.787754
  Lon: -80.115158, Lat: 26.787287
  Lon: -80.115163, Lat: 26.787094
  Lon: -80.115308, Lat: 26.785375
  Lon: -80.115318, Lat: 26.784535
  Lon: -80.115252, Lat: 26.784493
  Lon: -80.114965, Lat: 26.784559
  Lon: -80.112521, Lat: 26.782989
  Lon: -80.112395, Lat: 26.782899
  Lon: -80.112163, Lat: 26.783174
  Lon: -80.112045, Lat: 26.783391
  Lon: -80.108146, Lat: 26.783365
  Lon: -80.108147, Lat: 26.783283
  Lon: -80.108055, Lat: 26.783282
  Lon: -80.108054, Lat: 26.783364
  Lon: -80.107654, Lat: 26.783266
  Lon: -80.107653, Lat: 26.783349
  Lon: -80.107561, Lat: 26.783348
  Lon: -80.107562, Lat: 26.783266
  Lon: -80.107407, Lat: 26.783235
  Lon: -80.107083, Lat: 26.783231
  Lon: -80.106991, Lat: 26.783231
  Lon: -80.106688, Lat: 26.783243
  Lon: -80.106571, Lat: 26.783240
  Lon: -80.106226, Lat: 26.783222
  Lon: -80.106134, Lat: 26.783222
  Lon: -80.105709, Lat: 26.783216
  Lon: -80.105707, Lat: 26.783146
  Lon: -80.105615, Lat: 26.783145
  Lon: -80.105629, Lat: 26.782985
  Lon: -80.105721, Lat: 26.782985
  Lon: -80.105722, Lat: 26.782903
  Lon: -80.105630, Lat: 26.782902
  Lon: -80.105649, Lat: 26.782753
  Lon: -80.105741, Lat: 26.782754
  Lon: -80.105742, Lat: 26.782671
  Lon: -80.105650, Lat: 26.782671
  Lon: -80.105758, Lat: 26.779714
  Lon: -80.105759, Lat: 26.779632
  Lon: -80.105737, Lat: 26.779834
  Lon: -80.105486, Lat: 26.779831
  Lon: -80.105486, Lat: 26.779913
  Lon: -80.105394, Lat: 26.779913
  Lon: -80.105394, Lat: 26.779830
  Lon: -80.104985, Lat: 26.779813
  Lon: -80.104985, Lat: 26.779895
  Lon: -80.104893, Lat: 26.779895
  Lon: -80.104893, Lat: 26.779812
  Lon: -80.104594, Lat: 26.779794
  Lon: -80.104593, Lat: 26.779877
  Lon: -80.104501, Lat: 26.779876
  Lon: -80.104502, Lat: 26.779794
  Lon: -80.104136, Lat: 26.779788
  Lon: -80.104135, Lat: 26.779871
  Lon: -80.104043, Lat: 26.779870
  Lon: -80.104044, Lat: 26.779788
  Lon: -80.103682, Lat: 26.779813
  Lon: -80.103681, Lat: 26.779896
  Lon: -80.103589, Lat: 26.779895
  Lon: -80.103590, Lat: 26.779813
  Lon: -80.102919, Lat: 26.779835
  Lon: -80.102919, Lat: 26.779918
  Lon: -80.102827, Lat: 26.779917
  Lon: -80.102827, Lat: 26.779835
  Lon: -80.102406, Lat: 26.779821
  Lon: -80.102405, Lat: 26.779904
  Lon: -80.102313, Lat: 26.779903
  Lon: -80.102314, Lat: 26.779820
  Lon: -80.101739, Lat: 26.779797
  Lon: -80.101739, Lat: 26.779879
  Lon: -80.101647, Lat: 26.779879
  Lon: -80.101647, Lat: 26.779796
  Lon: -80.101285, Lat: 26.779875
  Lon: -80.101286, Lat: 26.779793
  Lon: -80.101194, Lat: 26.779792
  Lon: -80.101193, Lat: 26.779875
  Lon: -80.100519, Lat: 26.779845
  Lon: -80.100520, Lat: 26.779762
  Lon: -80.100428, Lat: 26.779762
  Lon: -80.100427, Lat: 26.779844
  Lon: -80.100059, Lat: 26.779827
  Lon: -80.100060, Lat: 26.779745
  Lon: -80.099968, Lat: 26.779744
  Lon: -80.099967, Lat: 26.779827
  Lon: -80.099695, Lat: 26.779822
  Lon: -80.099603, Lat: 26.779822
  Lon: -80.099603, Lat: 26.779739
  Lon: -80.099695, Lat: 26.779740
  Lon: -80.099458, Lat: 26.778867
  Lon: -80.099304, Lat: 26.778272
  Lon: -80.099405, Lat: 26.775285
  Lon: -80.099420, Lat: 26.775063
  Lon: -80.099408, Lat: 26.774912
  Lon: -80.099176, Lat: 26.774618
  Lon: -80.099084, Lat: 26.774617
  Lon: -80.098959, Lat: 26.774474
  Lon: -80.099043, Lat: 26.774239
  Lon: -80.099507, Lat: 26.773662
  Lon: -80.099493, Lat: 26.772868
  Lon: -80.099445, Lat: 26.772282
  Lon: -80.099450, Lat: 26.772146
  Lon: -80.099594, Lat: 26.772124
  Lon: -80.099777, Lat: 26.772222
  Lon: -80.099807, Lat: 26.772344
  Lon: -80.099806, Lat: 26.772427
  Lon: -80.100436, Lat: 26.772456
  Lon: -80.100528, Lat: 26.772456
  Lon: -80.100935, Lat: 26.772391
  Lon: -80.101027, Lat: 26.772392
  Lon: -80.101458, Lat: 26.772491
  Lon: -80.101550, Lat: 26.772491
  Lon: -80.101752, Lat: 26.772415
  Lon: -80.101844, Lat: 26.772416
  Lon: -80.102067, Lat: 26.772509
  Lon: -80.102159, Lat: 26.772510
  Lon: -80.102382, Lat: 26.772436
  Lon: -80.102474, Lat: 26.772437
  Lon: -80.102768, Lat: 26.772453
  Lon: -80.102860, Lat: 26.772453
  Lon: -80.103063, Lat: 26.772463
  Lon: -80.103155, Lat: 26.772463
  Lon: -80.103393, Lat: 26.772556
  Lon: -80.103485, Lat: 26.772557
  Lon: -80.103968, Lat: 26.772488
  Lon: -80.104060, Lat: 26.772489
  Lon: -80.104365, Lat: 26.772586
  Lon: -80.104457, Lat: 26.772586
  Lon: -80.104560, Lat: 26.772509
  Lon: -80.104652, Lat: 26.772509
  Lon: -80.105022, Lat: 26.772607
  Lon: -80.105113, Lat: 26.772608
  Lon: -80.105439, Lat: 26.772537
  Lon: -80.105531, Lat: 26.772537
  Lon: -80.105961, Lat: 26.772633
  Lon: -80.106053, Lat: 26.772634
  Lon: -80.106296, Lat: 26.772564
  Lon: -80.106387, Lat: 26.772647
  Lon: -80.106401, Lat: 26.772689
  Lon: -80.106309, Lat: 26.772688
  Lon: -80.106295, Lat: 26.772646
  Lon: -80.106388, Lat: 26.772564
  Lon: -80.106757, Lat: 26.772672
  Lon: -80.106849, Lat: 26.772673
  Lon: -80.106917, Lat: 26.772678
  Lon: -80.107009, Lat: 26.772679
  Lon: -80.107284, Lat: 26.772610
  Lon: -80.107376, Lat: 26.772611
  Lon: -80.107438, Lat: 26.772683
  Lon: -80.107530, Lat: 26.772684
  Lon: -80.107511, Lat: 26.772453
  Lon: -80.107603, Lat: 26.772454
  Lon: -80.107605, Lat: 26.772415
  Lon: -80.107604, Lat: 26.772371
  Lon: -80.107606, Lat: 26.772333
  Lon: -80.107613, Lat: 26.772276
  Lon: -80.107614, Lat: 26.772194
  Lon: -80.107622, Lat: 26.772106
  Lon: -80.107623, Lat: 26.772024
  Lon: -80.107647, Lat: 26.771637
  Lon: -80.107648, Lat: 26.771554
  Lon: -80.107655, Lat: 26.771417
  Lon: -80.107656, Lat: 26.771334
  Lon: -80.107655, Lat: 26.771417
  Lon: -80.107656, Lat: 26.771334
  Lon: -80.107668, Lat: 26.771162
  Lon: -80.107669, Lat: 26.771080
  Lon: -80.107683, Lat: 26.770723
  Lon: -80.107684, Lat: 26.770641
  Lon: -80.107698, Lat: 26.770459
  Lon: -80.107699, Lat: 26.770377
  Lon: -80.107711, Lat: 26.770214
  Lon: -80.107711, Lat: 26.770131
  Lon: -80.107619, Lat: 26.770131
  Lon: -80.107626, Lat: 26.769941
  Lon: -80.107718, Lat: 26.769941
  Lon: -80.107718, Lat: 26.769859
  Lon: -80.107626, Lat: 26.769858
  Lon: -80.107646, Lat: 26.769460
  Lon: -80.107738, Lat: 26.769460
  Lon: -80.107739, Lat: 26.769378
  Lon: -80.107647, Lat: 26.769377
  Lon: -80.107661, Lat: 26.769184
  Lon: -80.107753, Lat: 26.769184
  Lon: -80.107753, Lat: 26.769102
  Lon: -80.107661, Lat: 26.769101
  Lon: -80.107673, Lat: 26.768894
  Lon: -80.107765, Lat: 26.768894
  Lon: -80.107765, Lat: 26.768812
  Lon: -80.107674, Lat: 26.768811
  Lon: -80.107689, Lat: 26.768582
  Lon: -80.107781, Lat: 26.768582
  Lon: -80.107782, Lat: 26.768500
  Lon: -80.107690, Lat: 26.768499
  Lon: -80.107701, Lat: 26.768248
  Lon: -80.107793, Lat: 26.768248
  Lon: -80.107794, Lat: 26.768166
  Lon: -80.107702, Lat: 26.768165
  Lon: -80.107724, Lat: 26.767758
  Lon: -80.107815, Lat: 26.767758
  Lon: -80.107816, Lat: 26.767676
  Lon: -80.107724, Lat: 26.767675
  Lon: -80.107744, Lat: 26.767266
  Lon: -80.107836, Lat: 26.767266
  Lon: -80.107837, Lat: 26.767184
  Lon: -80.107745, Lat: 26.767183
  Lon: -80.107766, Lat: 26.766781
  Lon: -80.107858, Lat: 26.766782
  Lon: -80.107859, Lat: 26.766699
  Lon: -80.107767, Lat: 26.766699
  Lon: -80.107785, Lat: 26.766383
  Lon: -80.107877, Lat: 26.766383
  Lon: -80.107877, Lat: 26.766301
  Lon: -80.107785, Lat: 26.766300
  Lon: -80.107806, Lat: 26.765977
  Lon: -80.107898, Lat: 26.765978
  Lon: -80.107898, Lat: 26.765895
  Lon: -80.107806, Lat: 26.765895
  Lon: -80.107822, Lat: 26.765595
  Lon: -80.107914, Lat: 26.765596
  Lon: -80.107915, Lat: 26.765513
  Lon: -80.107823, Lat: 26.765513
  Lon: -80.107831, Lat: 26.765431
  Lon: -80.107923, Lat: 26.765432
  Lon: -80.107880, Lat: 26.765369
  Lon: -80.108202, Lat: 26.765185
  Lon: -80.108482, Lat: 26.765198
  Lon: -80.108482, Lat: 26.765115
  Lon: -80.108574, Lat: 26.765116
  Lon: -80.108574, Lat: 26.765199
  Lon: -80.109017, Lat: 26.765134
  Lon: -80.109016, Lat: 26.765217
  Lon: -80.109108, Lat: 26.765217
  Lon: -80.109109, Lat: 26.765135
  Lon: -80.109546, Lat: 26.765235
  Lon: -80.109546, Lat: 26.765153
  Lon: -80.109638, Lat: 26.765154
  Lon: -80.109637, Lat: 26.765236
  Lon: -80.110102, Lat: 26.765173
  Lon: -80.110101, Lat: 26.765256
  Lon: -80.110193, Lat: 26.765257
  Lon: -80.110194, Lat: 26.765174
  Lon: -80.110981, Lat: 26.765208
  Lon: -80.110980, Lat: 26.765290
  Lon: -80.111072, Lat: 26.765291
  Lon: -80.111073, Lat: 26.765208
  Lon: -80.111707, Lat: 26.765317
  Lon: -80.111707, Lat: 26.765235
  Lon: -80.111799, Lat: 26.765235
  Lon: -80.111799, Lat: 26.765318
  Lon: -80.112392, Lat: 26.765265
  Lon: -80.112392, Lat: 26.765348
  Lon: -80.112484, Lat: 26.765348
  Lon: -80.112484, Lat: 26.765266
  Lon: -80.113100, Lat: 26.765296
  Lon: -80.113100, Lat: 26.765379
  Lon: -80.113192, Lat: 26.765379
  Lon: -80.113192, Lat: 26.765297
  Lon: -80.114018, Lat: 26.765335
  Lon: -80.114017, Lat: 26.765417
  Lon: -80.114109, Lat: 26.765418
  Lon: -80.114110, Lat: 26.765335
  Lon: -80.114722, Lat: 26.765359
  Lon: -80.114722, Lat: 26.765442
  Lon: -80.114813, Lat: 26.765442
  Lon: -80.114814, Lat: 26.765360
  Lon: -80.115375, Lat: 26.765385
  Lon: -80.115374, Lat: 26.765468
  Lon: -80.115466, Lat: 26.765468
  Lon: -80.115467, Lat: 26.765386
  Lon: -80.116129, Lat: 26.765629
  Lon: -80.116132, Lat: 26.765921
  Lon: -80.116224, Lat: 26.765960
  Lon: -80.116302, Lat: 26.765900
  Lon: -80.116429, Lat: 26.765952
  Lon: -80.116429, Lat: 26.765979
  Lon: -80.116367, Lat: 26.766636
  Lon: -80.116459, Lat: 26.766637
  Lon: -80.116459, Lat: 26.766719
